线路名称,线路类型,运行时间,总里程,公交公司,正向路线,反向路线
532路(社区公交)(北园大街生产路--赵家庄),社区专车,0655--2025,7.11698,济南公交集团北部公交分公司,"北园大街生产路,生产路北园大街,清河村北,柳云小区,
海尔云世界,小清河南路顺河高架,水屯路小清河北路,恒大滨河左岸,
水屯路新黄路,新黄路水屯路,舜馨路新黄路,舜馨路二环北路,
李家庄,赵家庄东,赵家庄","赵家庄,赵家庄东,李家庄,舜馨路二环北路,
舜馨路新黄路,新黄路水屯路,水屯路新黄路,恒大滨河左岸,
水屯路小清河北路,小清河南路顺河高架,海尔云世界,柳云小区,
清河村北,生产路北园大街,北园大街生产路"
533路(社区公交)(新世界商城--白马山公交车场),社区专车,0700--2125,8.54873,[],"新世界商城,新世界商城(经十一路马鞍山路),信义庄,经十一路西口,
建宁路建设路,建宁路阳光新路,和谐佳苑,建宁路德兴东街,
槐兴家园,建宁路南辛庄东街,建宁路南辛庄西路,试验机厂,
王官庄,刘长山路南辛庄西路,刘长山路龙窝东路,袁柳小区南区,
白马山东路刘长山路,白马山公交车场","白马山公交车场,白马山东路刘长山路,袁柳小区南区,刘长山路龙窝东路,
刘长山路南辛庄西路,王官庄,试验机厂,建宁路南辛庄西路,
建宁路南辛庄东街,槐兴家园,建宁路德兴东街,和谐佳苑,
建宁路阳光新路,建宁路建设路,经十一路西口,信义庄,
新世界商城(经十一路马鞍山路),新世界商城"
537路(社区公交)(万象城2--黄金山水郡公交车场),社区专车,0655--2025,4.50733,[],"万象城2,转山西路北口,转山西路云驰路,龙景苑,
云驰路洪山路,名士小学,云驰路浆水泉路,正大城市花园,
地矿家园,浆水泉路旅游路,浆水泉路洄龙路,浆水泉路荆山东路,
黄金山水郡公交车场","黄金山水郡公交车场,浆水泉路荆山东路,浆水泉路洄龙路,浆水泉路旅游路,
地矿家园,正大城市花园,云驰路浆水泉路,名士小学,
云驰路洪山路,龙景苑,转山西路云驰路,转山西路北口,
万象城2"
539路(社区公交)(渤海银行--鼎秀家园),社区专车,0630--2210,8.66179,[],"渤海银行,体育场西,龙奥大厦西门,龙奥大厦南门,
奥体东路旅游路,百合园北区,百合园南区,奥体东路龙驰路,
玫瑰园,全运媒体村,地铁孟家庄站,龙云路北段,
锦屏学校,龙景路龙云路,恒大龙奥御苑,龙洞庄村委会,
西蒋峪村委会,颐馨苑小区,地铁龙洞站,鼎秀家园
","鼎秀家园,地铁龙洞站,颐馨苑小区,西蒋峪村委会,
龙洞庄村委会,恒大龙奥御苑,龙景路龙云路,锦屏学校,
龙云路北段,地铁孟家庄站,全运媒体村,玫瑰园,
奥体东路龙驰路,百合园南区,百合园北区,奥体东路旅游路,
龙奥大厦南门,龙奥大厦西门,体育场西,渤海银行
"
550路(社区公交)(舜华路天辰路--公交祝甸车场),社区专车,0630--2130,9.69363,济南公交集团北部公交分公司,"舜华路天辰路,天辰路颖秀路,颖秀路新泺大街,颖秀路舜风路,
齐鲁软件园东,齐鲁软件园,雅居园小区,崇华路新泺大街,
崇华路工业南路,贤文庄,工业南路正丰路,奥体西路工业南路,
丁家庄北,万科城,奥体西路康虹路,地铁花园东路站,
奥体西路轻风路,奥体西路中林路,地铁八涧堡站,祝舜路西周南路,
西周居委会,祝甸北,公交祝甸车场","公交祝甸车场,祝甸北,西周居委会,祝舜路西周南路,
地铁八涧堡站,奥体西路中林路,奥体西路轻风路,地铁花园东路站,
奥体西路康虹路,万科城,丁家庄北,奥体西路工业南路,
工业南路正丰路,贤文庄,崇华路工业南路,崇华路新泺大街,
雅居园小区,齐鲁软件园,齐鲁软件园东,颖秀路舜风路,
颖秀路新泺大街,天辰路颖秀路,舜华路天辰路"
561路(兴隆街道办事处--搬倒井鑫苑),社区专车,0640--2010,3.60032,[],"兴隆街道办事处,兴隆山庄西,兴隆山庄,山大兴隆山校区,
搬倒井立交桥,搬倒井鑫苑","搬倒井鑫苑,搬倒井立交桥,山大兴隆山校区,兴隆山庄,
兴隆山庄西,兴隆街道办事处"
566路(李家东路北段--地铁彭家庄站),社区专车,0600--2130,6.73818,济南公交集团东部公交有限公司,"李家东路北段,李家北路李家西路,李家庄园,虞山北路李家西路,
李家东路虞山北路,李家东路虞山路,加州东部世界城,稼轩路虞山路,
郭西村,郭店,省实验中学东校,土河西路稼轩路,
土河西路飞跃大道,地铁彭家庄站","地铁彭家庄站,土河西路飞跃大道,土河西路稼轩路,省实验中学东校,
郭店,郭西村,稼轩路虞山路,加州东部世界城,
李家东路虞山路,李家东路虞山北路,虞山北路李家西路,李家庄园,
李家北路李家西路,李家东路北段"
567路(坤顺路奥体中路站--工业南路彤霞路),普通公交,0600--2100,4.43928,[],"坤顺路奥体中路站,坤顺路礼耕路,坤顺路奥体西路,坤顺路风鹏路,
齐音路养浩街,齐音路新泺大街,天辰路齐音路,天辰路山左路,
中央商务区管委会,新泺大街海右路,新泺大街华阳路,彤霞路文敏街,
工业南路彤霞路","工业南路彤霞路,彤霞路文敏街,新泺大街华阳路,新泺大街海右路,
中央商务区管委会,天辰路山左路,天辰路齐音路,齐音路新泺大街,
齐音路养浩街,坤顺路风鹏路,坤顺路奥体西路,坤顺路礼耕路,
坤顺路奥体中路站"
570路(工业南路舜华路--公交祝甸车场),社区专车,0655--2055,7.05075,济南公交,"工业南路舜华路,新生活家园南区,新生活家园,崇华路康虹路,
崇华路沁园路,奥体中路花园东路,轻风路八涧堡东路,八涧堡路轻风路,
八涧堡路中林路,杨柳路八涧堡路,地铁八涧堡站,周庄新园,
舜河苑,祝甸东,公交祝甸车场","公交祝甸车场,祝甸东,舜河苑,周庄新园,
地铁八涧堡站,杨柳路八涧堡路,八涧堡路中林路,八涧堡路轻风路,
轻风路八涧堡东路,奥体中路花园东路,崇华路沁园路,崇华路康虹路,
新生活家园,新生活家园南区,工业南路舜华路"
571路(新世界商城--王官庄小区东区),社区专车,0650--2050,4.42126,[],"新世界商城,信义庄,八一立交桥南,英雄山,
梁家庄大街英雄山路,梁庄新区,建设路梁家庄大街,刘长山路阳光新路,
阳光100小学,刘长山公园,刘长山路西十里河东街,王官庄小区东区
","王官庄小区东区,刘长山路西十里河东街,刘长山公园,阳光100小学,
刘长山路阳光新路,建设路梁家庄大街,梁庄新区,梁家庄大街英雄山路,
英雄山,八一立交桥南,信义庄,新世界商城
"
572路(中海御峰官邸--邵而东村村委会),社区专车,0630--2000,4.41064,[],"中海御峰官邸,展东村东,小白村北,小白村东,
小白村中,邵而东村,邵而东村村委会","邵而东村村委会,邵而东村,小白村中,小白村东,
小白村北,展东村东,中海御峰官邸"
575路(八里桥--邹庄新村),普通公交,0635--2035,10.11358,[],"八里桥,济齐路张庄路,济齐路交校路,重汽彩世界,
无影山中路黄岗路,匡山公园,东宇大街济齐路,美里新居东门,
东宇大街粟山路,新沙路东宇大街,东宇花园西区,金海岸家园,
西沙路二环西路,西沙王庄,太平河南路西沙东路,太平河南路西沙中路,
太平河南路西沙西路,美里东路太平河南路,美里东路太平河北路,邹庄新村
","邹庄新村,美里东路太平河北路,美里东路太平河南路,太平河南路西沙西路,
太平河南路西沙中路,太平河南路西沙东路,西沙王庄,西沙路二环西路,
金海岸家园,东宇花园西区,新沙路东宇大街,东宇大街粟山路,
美里新居东门,东宇大街济齐路,匡山公园,无影山中路黄岗路,
重汽彩世界,济齐路交校路,济齐路张庄路,八里桥
"
577路(青龙桥--大明湖西南门),社区专车,0650--2120,2.49597,济南公交,"青龙桥,天地坛街,芙蓉街,省府前街,
芙蓉街西,贡院墙根街大明湖路,大明湖西南门","大明湖西南门,贡院墙根街大明湖路,芙蓉街西,省府前街,
芙蓉街,天地坛街,青龙桥"
578路(北全福--鹊华大道卧东路),普通公交,0630--2100,8.84403,[],"北全福,全福立交桥西,全福立交桥,桑园北社区,
全福立交桥东,工业北路电建路,还乡店路工业北路,还乡店公园,
小清河北路奥体西路,卧牛山路小清河北路,光华大道卧牛山路,听水路洪园路,
听水路光华大道,听水路海门路,鹊华大道听水路,鹊华大道卧东路
","鹊华大道卧东路,鹊华大道听水路,听水路海门路,听水路光华大道,
听水路洪园路,光华大道卧牛山路,卧牛山路小清河北路,小清河北路奥体西路,
还乡店公园,还乡店路工业北路,工业北路电建路,全福立交桥东,
桑园北社区,全福立交桥,全福立交桥西,北全福
"
580路(唐冶公交枢纽--神武新村),普通公交,0630--2000,3.48,[],"唐冶公交枢纽,邢村,神武北街港西路,神武东路神武北街,
神武东路神武中街,神武东路神武街,神武东路神武南街,神武新村
","神武新村,神武东路神武南街,神武东路神武街,神武东路神武中街,
神武东路神武北街,神武北街港西路,邢村,唐冶公交枢纽
"
67路(无影山--李家塘),普通公交,0600--1900,40.94149,济南公交集团南部公交分公司,"无影山,十一中,地铁济南站北站,天桥区政府,
堤口路东口,天桥南,大观园,纬二路经七路,
八一立交桥南,英雄山,二七新村,英雄山路六里山南路,
七里山南村,四季花园,英雄山路七里山路,西八公交车场,
东方红桥,十六里河街道办事处,英雄山立交桥北,英雄山立交桥南,
南苑小区,分水岭,分水岭南,南康,
鲁能领秀公馆,大涧沟北,山东济南养老中心,大涧沟,
大涧沟南,西仙村,上店子,二仙村,
南庄村,仲宫刘家峪,终军广场,仲宫上海街,
仲宫北,仲宫龙山路,宏福路,金宫山庄,
门牙西,大门牙村,门牙村,小门牙村,
突泉村,突泉村南,西坡村,东坡村,
红旗村,临时站,柳埠大桥,柳埠西,
四季村,四门塔,凸凹村,拐把湾,
附设站,大会村,李家塘","李家塘,大会村,附设站,拐把湾,
凸凹村,四门塔,四季村,柳埠西,
柳埠大桥,临时站,红旗村,东坡村,
西坡村,突泉村南,突泉村,小门牙村,
门牙村,大门牙村,门牙西,金宫山庄,
宏福路,仲宫龙山路,仲宫北,仲宫上海街,
终军广场,仲宫刘家峪,南庄村,二仙村,
上店子,西仙村,大涧沟南,大涧沟,
山东济南养老中心,大涧沟北,鲁能领秀公馆,南康,
分水岭南,分水岭,南苑小区,英雄山立交桥南,
英雄山立交桥北,十六里河街道办事处,东方红桥,西八公交车场,
英雄山路七里山路,四季花园,七里山南村,英雄山路六里山南路,
二七新村,英雄山,八一立交桥南,纬二路经七路,
大观园,天桥南,堤口路东口,天桥区政府,
地铁济南站北站,十一中,无影山"
游701路(济南植物园--济南西站公交枢纽),旅游专线,,59.02542,[],"济南植物园,经十路奥体中路,燕山立交桥东,省体育中心,
经十路营市街,腊山立交桥,济南西站公交枢纽","济南西站公交枢纽,腊山立交桥,经十路营市街,省体育中心,
燕山立交桥东,经十路奥体中路,济南植物园"
J6线(三王峪--省体育中心),普通公交,,56.9282,济南公交集团通勤与定制巴士分公司,"三王峪,燕山立交桥东,解放桥东,泺文路泺源大街,
省体育中心","省体育中心,泺文路泺源大街,解放桥东,燕山立交桥东,
三王峪"
长清705路南线(长清汽车站--长清汽车站),普通公交,0700--1700,34.49885,山东交运集团,"长清汽车站,长清中学,中医院,龙泉街五峰路,
石麟小学,长清一中,凤凰山庄,银东生态园,
临时站,地铁工研院站,地铁创新谷站,创新谷,
创新大厦,康桥圣菲,中建瀛园,山东艺术学院,
紫薇路丁香路,御龙湾,紫薇路文汇路,常春藤南门,
山师西南门,常春藤东门,大学路博雅路,女子学院,
大学路(园博园、银座店),园博园,女子学院西门,大学城商业街东口,
紫薇阁,耕读世家,省劳技南门,齐鲁工业大学西门,
海棠路大学路,中医药大学南门,公交营运中心,乐天小区,
恒大绿洲,银座广场,长泰小区,大学路西口,
宾谷街,区政府,五峰路,长清汽车站
","长清汽车站,五峰路,区政府,宾谷街,
大学路西口,长泰小区,银座广场,恒大绿洲,
乐天小区,公交营运中心,中医药大学南门,海棠路大学路,
齐鲁工业大学西门,省劳技南门,耕读世家,紫薇阁,
大学城商业街东口,女子学院西门,园博园,大学路(园博园、银座店),
女子学院,大学路博雅路,常春藤东门,山师西南门,
常春藤南门,紫薇路文汇路,御龙湾,紫薇路丁香路,
山东艺术学院,中建瀛园,康桥圣菲,创新大厦,
创新谷,地铁创新谷站,地铁工研院站,临时站,
银东生态园,凤凰山庄,长清一中,石麟小学,
龙泉街五峰路,中医院,长清中学,长清汽车站
"
长清707路(西魏村--山东联合大学),普通公交,0630--1840,22.34389,山东交运集团济南好运巴士长清分公司,"西魏村,孟李村,义合村,西关,
十四中,长清汽车站,五峰路,长清区医院,
区法院,宾谷街东首,银座广场,西八里庄,
检察院,公交营运中心,中医药大学,齐鲁工业大学,
临时站2,临时站,炒米店,山水,
临时站,山东联合大学","山东联合大学,临时站,山水,炒米店,
临时站,临时站2,齐鲁工业大学,中医药大学,
公交营运中心,检察院,西八里庄,银座广场,
宾谷街东首,区法院,长清区医院,五峰路,
长清汽车站,十四中,西关,义合村,
孟李村,西魏村"
长清709路(汽车站--娘娘店),普通公交,0630--1900,32.36396,山东交运集团,"汽车站,鸣泉嘉园,长清中医院,清河街五峰路,
长清区政府,老新世纪,长清一中,汇富南区,
丹凤小区,水发信息小镇,藤屯,新李,
后朱,老李路口,丁店,史庄,
潘庄,前王,后王,红庙,
纪店,娘娘店","娘娘店,纪店,红庙,后王,
前王,潘庄,史庄,丁店,
老李路口,后朱,新李,藤屯,
水发信息小镇,丹凤小区,汇富南区,长清一中,
老新世纪,长清区政府,清河街五峰路,长清中医院,
鸣泉嘉园,汽车站"
711路(孙东--长清汽车站),普通公交,,49.94811,山东交运集团济南好运巴士分公司,"孙东,西侯,大王,石胡同西,
石胡同,王先庄,下营,大马庄,
小王,小马庄,胡家崖,孙圈,
西房庄,纸坊,蔡庄,东黄,
北黄,东洋河,北宋庄,长清区公安局,
长清区医院,长清区政府,清河街五峰路,长清汽车站
","长清汽车站,清河街五峰路,长清区政府,长清区医院,
长清区公安局,北宋庄,东洋河,北黄,
东黄,蔡庄,纸坊,西房庄,
孙圈,胡家崖,小马庄,小王,
大马庄,下营,王先庄,石胡同,
石胡同西,大王,西侯,孙东
"
